"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours avec un identifiant non nul","13","createCoursTestKo()","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestKo"
"","9","createInstrumentTestKo(String) [3] libelle = ""a""","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test d'intégration du controller pour récupérer les prochains cours","177","getProchainsCoursTest()","","Mon Apr 27 12:48:16 UTC 2026","passed","Mon Apr 27 12:48:16 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getProchainsCoursTest"
"","11","getInstrumentsTest()","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentsTest"
"","5","deleteInstrumentTest()","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","deleteInstrumentTest"
"","8","createInstrumentTestKo(String) [2] libelle = """"","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test de vérification du contexte de l'application","2","contextLoads()","","Mon Apr 27 12:48:17 UTC 2026","passed","Mon Apr 27 12:48:17 UTC 2026","","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","contextLoads"
"Test unitaire du controller pour vérifier le statut de la requête de récupération d'un cours","6","getCoursTest()","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getCoursTest"
"","7","createInstrumentTestKo(String) [4] libelle = ""br""","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","7","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","7","createInstrumentTestOk(String) [1] libelle = ""tria""","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"Test unitaire du controller pour vérifier le statut de la requête de suppression d'un cours","195","deleteCoursTest()","","Mon Apr 27 12:48:12 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","deleteCoursTest"
"Test unitaire du controller pour vérifier le statut de la requête de modification d'un cours","155","updateCoursTest()","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","updateCoursTest"
"","15","updateInstrumentTest()","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","updateInstrumentTest"
"","6","getInstrumentTestKo()","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentTestKo"
"Test unitaire du controller pour vérifier le statut de la requête de récupération de la liste des cours","10","getAllCoursTest()","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
"","8","createInstrumentTestOk(String) [2] libelle = ""clarinette""","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours valide","12","createCoursTestOk()","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestOk"
"","14","createInstrumentTestKo(String) [1] libelle = null","","Mon Apr 27 12:48:13 UTC 2026","passed","Mon Apr 27 12:48:13 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
