"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test de vérification du contexte de l'application","388","contextLoads()","","Thu Apr 23 06:59:22 UTC 2026","passed","Thu Apr 23 06:59:23 UTC 2026","","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","contextLoads"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours valide","23","createCoursTestOk()","","Thu Apr 23 06:59:24 UTC 2026","failed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestOk"
"Test unitaire du controller pour vérifier le statut de la requête de modification d'un cours","92","updateCoursTest()","","Thu Apr 23 06:59:24 UTC 2026","passed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","updateCoursTest"
"","8","createInstrumentTestOk(String) [1] libelle = ""tria""","","Thu Apr 23 06:59:24 UTC 2026","passed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","9","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 23 06:59:24 UTC 2026","passed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","9","createInstrumentTestKo(String) [4] libelle = ""br""","","Thu Apr 23 06:59:24 UTC 2026","passed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test unitaire du controller pour vérifier le statut de la requête de suppression d'un cours","161","deleteCoursTest()","","Thu Apr 23 06:59:23 UTC 2026","passed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","deleteCoursTest"
"","7","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Thu Apr 23 06:59:24 UTC 2026","passed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","7","deleteInstrumentTest()","","Thu Apr 23 06:59:24 UTC 2026","passed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","deleteInstrumentTest"
"","287","getAllCoursTest()","","Thu Apr 23 06:59:25 UTC 2026","passed","Thu Apr 23 06:59:25 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getAllCoursTest"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours non valide","14","createCoursTestKo()","","Thu Apr 23 06:59:24 UTC 2026","passed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestKo"
"","8","createInstrumentTestKo(String) [3] libelle = ""a""","","Thu Apr 23 06:59:24 UTC 2026","passed","Thu Apr 23 06:59:24 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
