"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Thu Apr 30 13:31:01 UTC 2026","passed","Thu Apr 30 13:31:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 200 et à ce que le body contienne le cours.","64","Test d'intégration du controller pour retourner la liste des cours","","Thu Apr 30 13:31:04 UTC 2026","passed","Thu Apr 30 13:31:04 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getProchainsCoursTest"
"","9","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 30 13:31:01 UTC 2026","passed","Thu Apr 30 13:31:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","6","getInstrumentTestKo()","","Thu Apr 30 13:31:01 UTC 2026","passed","Thu Apr 30 13:31:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentTestKo"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 404.","114","Test unitaire controller pour retourner la liste des cours","","Thu Apr 30 13:31:00 UTC 2026","passed","Thu Apr 30 13:31:00 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
"Envoi d'une requête pour créer un cours avec un identifiant non nul et/ou invalide. On s'attend à un statut 400.","51","Test unitaire controller pour créer un cours avec un identifiant non nul et/ou invalide","","Thu Apr 30 13:31:04 UTC 2026","passed","Thu Apr 30 13:31:04 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","createCoursTestKo"
"","21","createInstrumentTestKo(String) [1] libelle = null","","Thu Apr 30 13:31:01 UTC 2026","passed","Thu Apr 30 13:31:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test de vérification du contexte de l'application","3","contextLoads()","","Thu Apr 30 13:31:04 UTC 2026","passed","Thu Apr 30 13:31:04 UTC 2026","","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","contextLoads"
"","9","createInstrumentTestKo(String) [4] libelle = ""br""","","Thu Apr 30 13:31:01 UTC 2026","passed","Thu Apr 30 13:31:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","138","updateInstrumentTest()","","Thu Apr 30 13:31:01 UTC 2026","passed","Thu Apr 30 13:31:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","updateInstrumentTest"
