"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Thu Apr 30 14:43:02 UTC 2026","passed","Thu Apr 30 14:43:02 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour retourner le cours avec l'id 1. On s'attend à un statut 200 et à ce que le body contienne le cours.","23","Test d'intégration du controller pour retourner le cours avec l'id 1","","Thu Apr 30 14:43:05 UTC 2026","passed","Thu Apr 30 14:43:05 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getCoursTestOk"
"Envoi d'une requête pour modifier le cours un identifiant 1. On s'attend à un statut 400 car aucun cours dans la BDD.","167","Test unitaire controller pour modifier un cours","","Thu Apr 30 14:43:01 UTC 2026","passed","Thu Apr 30 14:43:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","updateCoursTest"
"","11","getInstrumentsTest()","","Thu Apr 30 14:43:01 UTC 2026","passed","Thu Apr 30 14:43:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentsTest"
"Envoi d'une requête pour supprimer un cours avec l'identifiant 5. On s'attend à un statut 400.","15","Test d'intégration controller pour supprimer un cours avec l'identifiant 5","","Thu Apr 30 14:43:05 UTC 2026","passed","Thu Apr 30 14:43:05 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","deleteCoursTestKo"
"Test de vérification du contexte de l'application","5","contextLoads()","","Thu Apr 30 14:43:05 UTC 2026","passed","Thu Apr 30 14:43:05 UTC 2026","","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","contextLoads"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 404 car BDD vide.","10","Test unitaire controller pour retourner la liste des cours","","Thu Apr 30 14:43:01 UTC 2026","passed","Thu Apr 30 14:43:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
"Envoi d'une requête pour créer un cours avec un identifiant non nul ou invalide. On s'attend à un statut 400.","26","Test unitaire controller pour créer un cours avec un identifiant non nul ou invalide","","Thu Apr 30 14:43:01 UTC 2026","passed","Thu Apr 30 14:43:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestKo"
"Envoi d'une requête pour créer un cours avec un identifiant non nul et/ou invalide. On s'attend à un statut 400.","22","Test d'intégration controller pour créer un cours avec un identifiant non nul et/ou invalide","","Thu Apr 30 14:43:05 UTC 2026","passed","Thu Apr 30 14:43:05 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","createCoursTestKo"
"","11","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 30 14:43:02 UTC 2026","passed","Thu Apr 30 14:43:02 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour retourner un cours avec un identifiant 1. On s'attend à un statut 400 car BDD vide.","7","Test unitaire controller pour retourner un cours","","Thu Apr 30 14:43:01 UTC 2026","passed","Thu Apr 30 14:43:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getCoursTest"
"","13","createInstrumentTestKo(String) [3] libelle = ""a""","","Thu Apr 30 14:43:02 UTC 2026","passed","Thu Apr 30 14:43:02 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","7","deleteInstrumentTest()","","Thu Apr 30 14:43:02 UTC 2026","passed","Thu Apr 30 14:43:02 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","deleteInstrumentTest"
"Envoi d'une requête pour modifier un cours l'identifiant 5, un cours non valide et/ou un id nul. On s'attend à un statut 400.","149","Test d'intégration controller pour modifier un cours non valide","","Thu Apr 30 14:43:04 UTC 2026","passed","Thu Apr 30 14:43:04 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","updateCoursTestKo"
"","10","createInstrumentTestOk(String) [1] libelle = ""tria""","","Thu Apr 30 14:43:02 UTC 2026","passed","Thu Apr 30 14:43:02 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"Envoi d'une requête pour supprimer un cours avec l'identifiant 2. On s'attend à un statut 200.","27","Test d'intégration controller pour supprimer un cours avec l'identifiant 2","","Thu Apr 30 14:43:05 UTC 2026","passed","Thu Apr 30 14:43:05 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","deleteCoursTestOk"
"","8","getInstrumentTestKo()","","Thu Apr 30 14:43:02 UTC 2026","passed","Thu Apr 30 14:43:02 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentTestKo"
"Envoi d'une requête pour créer un cours valide avec un identifiant nul. On s'attend à un statut 201.","31","Test d'intégration controller pour créer un cours valide avec un identifiant nul","","Thu Apr 30 14:43:05 UTC 2026","passed","Thu Apr 30 14:43:05 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","createCoursTestOk"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 200 et à ce que le body contienne le cours.","88","Test d'intégration du controller pour retourner la liste des cours","","Thu Apr 30 14:43:05 UTC 2026","passed","Thu Apr 30 14:43:05 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getProchainsCoursTest"
"Envoi d'une requête pour modifier un cours valide avec l'identifiant 1. On s'attend à un statut 200.","129","Test d'intégration controller pour modifier un cours valide avec l'identifiant 1","","Thu Apr 30 14:43:04 UTC 2026","passed","Thu Apr 30 14:43:05 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","updateCoursTestOk"
"","15","updateInstrumentTest()","","Thu Apr 30 14:43:01 UTC 2026","passed","Thu Apr 30 14:43:02 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","updateInstrumentTest"
"","8","createInstrumentTestOk(String) [2] libelle = ""clarinette""","","Thu Apr 30 14:43:02 UTC 2026","passed","Thu Apr 30 14:43:02 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","20","createInstrumentTestKo(String) [1] libelle = null","","Thu Apr 30 14:43:02 UTC 2026","passed","Thu Apr 30 14:43:02 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour supprimer le cours un identifiant 1. On s'attend à un statut 400 car aucun cours dans la BDD.","200","Test unitaire controller pour supprimer un cours","","Thu Apr 30 14:43:01 UTC 2026","passed","Thu Apr 30 14:43:01 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","deleteCoursTest"
"Envoi d'une requête pour retourner le cours avec l'id 5. On s'attend à un statut 400 car ce cours n'existe pas.","11","Test d'intégration du controller pour retourner le cours avec l'id 5","","Thu Apr 30 14:43:05 UTC 2026","passed","Thu Apr 30 14:43:05 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getCoursTestKo"
