"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Envoi d'une requête pour créer un cours avec un identifiant nul. On s'attend à un statut 201.","12","Test unitaire controller pour créer un cours avec un identifiant nul","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestOk"
"","17","updateInstrumentTest()","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","updateInstrumentTest"
"Envoi d'une requête pour supprimer le cours un identifiant 1. On s'attend à un statut 400 car aucun cours dans la BDD.","155","Test unitaire controller pour supprimer un cours","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","deleteCoursTest"
"","9","createInstrumentTestOk(String) [1] libelle = ""tria""","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","22","createInstrumentTestKo(String) [1] libelle = null","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 200 et à ce que le body contienne le cours.","59","Test d'intégration du controller pour retourner la liste des cours","","Thu Apr 30 12:15:29 UTC 2026","passed","Thu Apr 30 12:15:29 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getProchainsCoursTest"
"","8","createInstrumentTestOk(String) [2] libelle = ""clarinette""","","Thu Apr 30 12:15:27 UTC 2026","passed","Thu Apr 30 12:15:27 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"Envoi d'une requête pour modifier le cours un identifiant 1. On s'attend à un statut 400 car aucun cours dans la BDD.","138","Test unitaire controller pour modifier un cours","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","updateCoursTest"
"","6","getInstrumentTestKo()","","Thu Apr 30 12:15:27 UTC 2026","passed","Thu Apr 30 12:15:27 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentTestKo"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 404 car BDD vide.","10","Test unitaire controller pour retourner la liste des cours","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
"","8","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour retourner le cours avec l'id 1. On s'attend à un statut 200 et à ce que le body contienne le cours.","126","Test d'intégration du controller pour retourner le cours avec l'id 1","","Thu Apr 30 12:15:29 UTC 2026","passed","Thu Apr 30 12:15:29 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getCoursTest"
"","9","getInstrumentsTest()","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentsTest"
"","9","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test de vérification du contexte de l'application","3","contextLoads()","","Thu Apr 30 12:15:30 UTC 2026","passed","Thu Apr 30 12:15:30 UTC 2026","","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","contextLoads"
"","6","deleteInstrumentTest()","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","deleteInstrumentTest"
"Envoi d'une requête pour créer un cours avec un identifiant non nul ou invalide. On s'attend à un statut 400.","21","Test unitaire controller pour créer un cours avec un identifiant non nul ou invalide","","Thu Apr 30 12:15:26 UTC 2026","failed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestKo"
"","8","createInstrumentTestKo(String) [4] libelle = ""br""","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","9","createInstrumentTestKo(String) [3] libelle = ""a""","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour retourner un cours avec un identifiant 1. On s'attend à un statut 400 car BDD vide.","6","Test unitaire controller pour retourner un cours","","Thu Apr 30 12:15:26 UTC 2026","passed","Thu Apr 30 12:15:26 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getCoursTest"
