"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Envoi d'une requête pour retourner le cours avec l'id 5. On s'attend à un statut 400 car ce cours n'existe pas.","70","Test d'intégration du controller pour retourner le cours avec l'id 5","","Thu Apr 30 12:39:14 UTC 2026","passed","Thu Apr 30 12:39:14 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getCoursTestKo"
"Envoi d'une requête pour créer un cours avec un identifiant non nul et/ou invalide. On s'attend à un statut 400.","49","Test unitaire controller pour créer un cours avec un identifiant non nul et/ou invalide","","Thu Apr 30 12:39:14 UTC 2026","broken","Thu Apr 30 12:39:14 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","createCoursTestKo"
"","6","getInstrumentTestKo()","","Thu Apr 30 12:39:12 UTC 2026","passed","Thu Apr 30 12:39:12 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentTestKo"
"","8","createInstrumentTestOk(String) [1] libelle = ""tria""","","Thu Apr 30 12:39:12 UTC 2026","passed","Thu Apr 30 12:39:12 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","11","getInstrumentsTest()","","Thu Apr 30 12:39:11 UTC 2026","passed","Thu Apr 30 12:39:11 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentsTest"
"","125","updateInstrumentTest()","","Thu Apr 30 12:39:11 UTC 2026","passed","Thu Apr 30 12:39:12 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","updateInstrumentTest"
"","17","createInstrumentTestKo(String) [1] libelle = null","","Thu Apr 30 12:39:12 UTC 2026","passed","Thu Apr 30 12:39:12 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","12","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 30 12:39:12 UTC 2026","passed","Thu Apr 30 12:39:12 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour retourner la liste des cours. On s'attend à un statut 404.","115","Test unitaire controller pour retourner la liste des cours","","Thu Apr 30 12:39:11 UTC 2026","passed","Thu Apr 30 12:39:11 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
"","8","createInstrumentTestKo(String) [3] libelle = ""a""","","Thu Apr 30 12:39:12 UTC 2026","passed","Thu Apr 30 12:39:12 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","8","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Thu Apr 30 12:39:12 UTC 2026","passed","Thu Apr 30 12:39:12 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","8","createInstrumentTestOk(String) [2] libelle = ""clarinette""","","Thu Apr 30 12:39:12 UTC 2026","passed","Thu Apr 30 12:39:12 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
