"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours avec un identifiant non nul","16","createCoursTestKo()","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestKo"
"Test d'intégration du controller pour récupérer les prochains cours","145","getProchainsCoursTest()","","Fri Apr 24 06:50:58 UTC 2026","passed","Fri Apr 24 06:50:58 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getProchainsCoursTest"
"","8","createInstrumentTestOk(String) [1] libelle = ""tria""","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","7","getInstrumentTestKo()","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentTestKo"
"","17","createInstrumentTestKo(String) [1] libelle = null","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","8","createInstrumentTestOk(String) [2] libelle = ""clarinette""","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","9","createInstrumentTestKo(String) [2] libelle = """"","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","8","deleteInstrumentTest()","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","deleteInstrumentTest"
"Test unitaire du controller pour vérifier le statut de la requête de suppression d'un cours","190","deleteCoursTest()","","Fri Apr 24 06:50:54 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","deleteCoursTest"
"Test unitaire du controller pour vérifier le statut de la requête de récupération de la liste des cours","8","getAllCoursTest()","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours valide","16","createCoursTestOk()","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestOk"
"","9","createInstrumentTestKo(String) [3] libelle = ""a""","","Fri Apr 24 06:50:55 UTC 2026","passed","Fri Apr 24 06:50:55 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
