"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test d'intégration du controller pour récupérer les prochains cours","177","getProchainsCoursTest()","","Thu Apr 30 07:19:43 UTC 2026","passed","Thu Apr 30 07:19:43 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getProchainsCoursTest"
"Test de vérification du contexte de l'application","4","contextLoads()","","Thu Apr 30 07:19:43 UTC 2026","passed","Thu Apr 30 07:19:43 UTC 2026","","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","contextLoads"
"","10","createInstrumentTestKo(String) [3] libelle = ""a""","","Thu Apr 30 07:19:40 UTC 2026","passed","Thu Apr 30 07:19:40 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","7","getInstrumentTestKo()","","Thu Apr 30 07:19:40 UTC 2026","passed","Thu Apr 30 07:19:40 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentTestKo"
"","8","createInstrumentTestOk(String) [2] libelle = ""clarinette""","","Thu Apr 30 07:19:40 UTC 2026","passed","Thu Apr 30 07:19:40 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours avec un identifiant non nul","14","createCoursTestKo()","","Thu Apr 30 07:19:39 UTC 2026","passed","Thu Apr 30 07:19:39 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestKo"
"","12","getInstrumentsTest()","","Thu Apr 30 07:19:40 UTC 2026","passed","Thu Apr 30 07:19:40 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentsTest"
"Test unitaire du controller pour vérifier le statut de la requête de modification d'un cours","143","updateCoursTest()","","Thu Apr 30 07:19:39 UTC 2026","passed","Thu Apr 30 07:19:39 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","updateCoursTest"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours valide","13","createCoursTestOk()","","Thu Apr 30 07:19:39 UTC 2026","passed","Thu Apr 30 07:19:39 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestOk"
"","7","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Thu Apr 30 07:19:40 UTC 2026","passed","Thu Apr 30 07:19:40 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","8","createInstrumentTestKo(String) [4] libelle = ""br""","","Thu Apr 30 07:19:40 UTC 2026","passed","Thu Apr 30 07:19:40 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","11","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 30 07:19:40 UTC 2026","passed","Thu Apr 30 07:19:40 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","9","createInstrumentTestOk(String) [1] libelle = ""tria""","","Thu Apr 30 07:19:40 UTC 2026","passed","Thu Apr 30 07:19:40 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"Test unitaire du controller pour vérifier le statut de la requête de récupération de la liste des cours","10","getAllCoursTest()","","Thu Apr 30 07:19:39 UTC 2026","passed","Thu Apr 30 07:19:39 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
