"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test d'intégration du controller pour récupérer les prochains cours","173","getProchainsCoursTest()","","Thu Apr 30 09:34:34 UTC 2026","passed","Thu Apr 30 09:34:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","getProchainsCoursTest"
"","6","deleteInstrumentTest()","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","deleteInstrumentTest"
"","16","createInstrumentTestKo(String) [1] libelle = null","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test unitaire du controller pour vérifier le statut de la requête de modification d'un cours","153","updateCoursTest()","","Thu Apr 30 09:34:30 UTC 2026","passed","Thu Apr 30 09:34:30 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","updateCoursTest"
"","8","createInstrumentTestOk(String) [2] libelle = ""clarinette""","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours valide","14","createCoursTestOk()","","Thu Apr 30 09:34:30 UTC 2026","passed","Thu Apr 30 09:34:30 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestOk"
"","8","createInstrumentTestKo(String) [4] libelle = ""br""","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test de vérification du contexte de l'application","4","contextLoads()","","Thu Apr 30 09:34:34 UTC 2026","passed","Thu Apr 30 09:34:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","contextLoads"
"","6","getInstrumentTestKo()","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentTestKo"
"","8","createInstrumentTestKo(String) [5] libelle = ""abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz""","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours avec un identifiant non nul","16","createCoursTestKo()","","Thu Apr 30 09:34:30 UTC 2026","passed","Thu Apr 30 09:34:30 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestKo"
"Test unitaire du controller pour vérifier le statut de la requête de récupération d'un cours","8","getCoursTest()","","Thu Apr 30 09:34:30 UTC 2026","passed","Thu Apr 30 09:34:30 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getCoursTest"
"Test unitaire du controller pour vérifier le statut de la requête de suppression d'un cours","164","deleteCoursTest()","","Thu Apr 30 09:34:30 UTC 2026","passed","Thu Apr 30 09:34:30 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","deleteCoursTest"
"","16","updateInstrumentTest()","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","updateInstrumentTest"
"","9","createInstrumentTestOk(String) [1] libelle = ""tria""","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","8","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","12","getInstrumentsTest()","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentsTest"
"","10","createInstrumentTestKo(String) [3] libelle = ""a""","","Thu Apr 30 09:34:31 UTC 2026","passed","Thu Apr 30 09:34:31 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test unitaire du controller pour vérifier le statut de la requête de récupération de la liste des cours","12","getAllCoursTest()","","Thu Apr 30 09:34:30 UTC 2026","passed","Thu Apr 30 09:34:30 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
