"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test unitaire du controller pour vérifier le statut de la requête de récupération de la liste des cours","11","getAllCoursTest()","","Thu Apr 23 07:15:37 UTC 2026","passed","Thu Apr 23 07:15:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getAllCoursTest"
"","7","createInstrumentTestOk(String) [1] libelle = ""tria""","","Thu Apr 23 07:15:38 UTC 2026","passed","Thu Apr 23 07:15:38 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","16","createInstrumentTestKo(String) [1] libelle = null","","Thu Apr 23 07:15:37 UTC 2026","passed","Thu Apr 23 07:15:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","11","getInstrumentsTest()","","Thu Apr 23 07:15:37 UTC 2026","passed","Thu Apr 23 07:15:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentsTest"
"","6","createInstrumentTestOk(String) [2] libelle = ""clarinette""","","Thu Apr 23 07:15:38 UTC 2026","passed","Thu Apr 23 07:15:38 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","29","updateInstrumentTest()","","Thu Apr 23 07:15:37 UTC 2026","passed","Thu Apr 23 07:15:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","updateInstrumentTest"
"","8","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 23 07:15:37 UTC 2026","passed","Thu Apr 23 07:15:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test unitaire du controller pour vérifier le statut de la requête de récupération d'un cours","7","getCoursTest()","","Thu Apr 23 07:15:37 UTC 2026","passed","Thu Apr 23 07:15:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getCoursTest"
"Test unitaire du controller pour vérifier le statut de la requête de création d'un cours non valide","11","createCoursTestKo()","","Thu Apr 23 07:15:37 UTC 2026","passed","Thu Apr 23 07:15:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","createCoursTestKo"
"","7","createInstrumentTestKo(String) [4] libelle = ""br""","","Thu Apr 23 07:15:38 UTC 2026","passed","Thu Apr 23 07:15:38 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Test unitaire du controller pour vérifier le statut de la requête de suppression d'un cours","142","deleteCoursTest()","","Thu Apr 23 07:15:37 UTC 2026","passed","Thu Apr 23 07:15:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","deleteCoursTest"
"","6","deleteInstrumentTest()","","Thu Apr 23 07:15:37 UTC 2026","passed","Thu Apr 23 07:15:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","deleteInstrumentTest"
"","8","createInstrumentTestKo(String) [3] libelle = ""a""","","Thu Apr 23 07:15:38 UTC 2026","passed","Thu Apr 23 07:15:38 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
