"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Envoi d'une requête pour créer un cours valide avec un identifiant nul. On s'attend à un statut 201.","22","Test unitaire controller pour créer un cours valide avec un identifiant nul","","Thu Apr 30 13:56:37 UTC 2026","failed","Thu Apr 30 13:56:37 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerIntegrationTest","createCoursTestOk"
"Test de vérification du contexte de l'application","3","contextLoads()","","Thu Apr 30 13:56:38 UTC 2026","passed","Thu Apr 30 13:56:38 UTC 2026","","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","fr.afpa.cda19.harmogestionapi.HarmoGestionApiApplicationTests","contextLoads"
"","12","getInstrumentsTest()","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","getInstrumentsTest"
"","11","createInstrumentTestKo(String) [2] libelle = """"","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"","21","createInstrumentTestKo(String) [1] libelle = null","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour supprimer le cours un identifiant 1. On s'attend à un statut 400 car aucun cours dans la BDD.","242","Test unitaire controller pour supprimer un cours","","Thu Apr 30 13:56:33 UTC 2026","passed","Thu Apr 30 13:56:33 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","deleteCoursTest"
"Envoi d'une requête pour modifier le cours un identifiant 1. On s'attend à un statut 400 car aucun cours dans la BDD.","188","Test unitaire controller pour modifier un cours","","Thu Apr 30 13:56:33 UTC 2026","passed","Thu Apr 30 13:56:33 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","updateCoursTest"
"","10","createInstrumentTestOk(String) [1] libelle = ""tria""","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestOk"
"","11","createInstrumentTestKo(String) [3] libelle = ""a""","","Thu Apr 30 13:56:34 UTC 2026","passed","Thu Apr 30 13:56:34 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","fr.afpa.cda19.harmogestionapi.controllers.InstrumentControllerTest","createInstrumentTestKo"
"Envoi d'une requête pour retourner un cours avec un identifiant 1. On s'attend à un statut 400 car BDD vide.","9","Test unitaire controller pour retourner un cours","","Thu Apr 30 13:56:33 UTC 2026","passed","Thu Apr 30 13:56:33 UTC 2026","","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","fr.afpa.cda19.harmogestionapi.controllers.CoursControllerTest","getCoursTest"
